latitude,longitude,speed_kmh,off_route_distance_m,halt_duration_sec,is_anomaly
28.590459,77.178561,47.4,68.0,112.0,0
28.609783,77.144354,38.3,85.0,117.0,0
28.562779,77.247922,73.9,169.3,17.0,0
28.628689,77.234639,50.3,130.2,49.0,0
28.589389,77.247047,26.6,218.1,40.0,0
28.610205,77.21194,51.1,123.9,108.0,0
28.582924,77.261439,25.5,33.1,33.0,0
28.659096,77.298519,7.3,15.8,46.0,0
28.637799,77.295023,38.8,13.5,52.0,0
28.625395,77.177554,68.8,7.3,28.0,0
28.6136,77.34348,72.7,215.5,2.0,0
28.737032,77.251409,43.5,53.3,41.0,0
28.60263,77.147175,56.0,269.0,41.0,1
28.575656,77.240366,48.9,119.3,3.0,0
28.551847,77.229975,64.9,245.9,40.0,0
28.655768,77.212671,8.3,162.3,43.0,0
28.692061,77.208332,32.1,70.0,9.0,0
28.568097,77.25361,20.2,20.5,9.0,0
28.596255,77.253806,0.5,23.4,165.0,0
28.592528,77.189166,66.4,37.1,13.0,0
28.604295,77.191708,10.7,2.0,22.0,0
28.522111,77.18975,25.9,87.9,21.0,0
28.650836,77.209761,69.4,64.8,64.0,0
28.670012,77.262822,57.7,8.5,62.0,0
28.515272,77.278627,45.4,139.4,146.0,0
28.698397,77.207786,24.8,138.4,31.0,0
28.691377,77.273446,41.2,10.1,91.0,0
28.457007,77.240585,4.5,18.2,28.0,0
28.501834,77.225152,58.2,23.1,16.0,0
28.603854,77.311877,19.0,59.7,133.0,0
28.676302,77.234956,38.3,231.9,40.0,0
28.624989,77.21173,7.6,87.6,30.0,0
28.611569,77.260285,56.9,91.4,142.0,0
28.639183,77.156957,71.7,27.6,168.0,0
28.570095,77.207533,36.5,78.3,36.0,0
28.674368,77.231588,6.7,19.0,1.0,0
28.605319,77.254469,75.6,99.3,2.0,0
28.528849,77.230553,35.8,21.4,56.0,0
28.570726,77.154047,6.4,1.1,115.0,0
28.62895,77.174252,15.1,59.3,125.0,0
28.596016,77.19695,9.6,28.3,139.0,0
28.590837,77.230579,15.8,79.3,99.0,0
28.620647,77.153654,12.5,109.7,123.0,0
28.628431,77.288955,73.8,134.5,111.0,0
28.548981,77.234145,16.7,319.1,110.0,1
28.671675,77.232786,35.4,64.9,24.0,0
28.603944,77.209842,58.4,52.7,30.0,0
28.631484,77.146334,54.2,22.5,23.0,0
28.615369,77.223041,76.5,109.9,10.0,0
28.589994,77.255912,77.3,52.7,24.0,0
28.656082,77.210837,45.7,31.7,143.0,0
28.614558,77.271958,60.2,45.3,213.0,0
28.614166,77.215384,30.9,37.0,10.0,0
28.486065,77.253301,34.3,307.2,65.0,1
28.651498,77.212964,8.3,20.5,205.0,0
28.601973,77.237467,53.9,42.8,14.0,0
28.648247,77.261906,21.6,29.4,110.0,0
28.692748,77.164479,6.4,15.1,21.0,0
28.651668,77.250866,7.9,28.5,32.0,0
28.613208,77.271216,57.8,53.8,149.0,0
28.596179,77.328019,18.3,79.9,4.0,0
28.736786,77.222058,61.6,76.8,36.0,0
28.634669,77.11354,72.5,118.5,42.0,0
28.620982,77.129458,27.3,5.9,139.0,0
28.601353,77.174142,63.5,30.2,51.0,0
28.565672,77.282621,34.3,34.8,174.0,0
28.512966,77.328338,61.8,94.3,23.0,0
28.686559,77.198177,24.5,18.6,41.0,0
28.571531,77.221163,74.5,19.3,1.0,0
28.600984,77.089438,79.0,8.0,269.0,0
28.605197,77.251068,30.9,61.0,16.0,0
28.682155,77.225221,15.9,103.8,159.0,0
28.572185,77.205998,54.8,95.7,31.0,0
28.623367,77.170322,46.7,108.6,11.0,0
28.636108,77.20088,79.3,14.9,33.0,0
28.541277,77.151238,64.9,70.7,23.0,0
28.536577,77.175462,66.8,7.8,182.0,0
28.574749,77.154969,58.1,272.1,88.0,1
28.622683,77.167653,28.1,8.9,14.0,0
28.616325,77.160743,74.9,168.0,47.0,0
28.604546,77.247353,37.3,3.1,67.0,0
28.643119,77.161009,32.0,60.6,52.0,0
28.56766,77.215885,15.5,153.3,149.0,0
28.601973,77.163902,24.3,80.5,7.0,0
28.604823,77.165863,0.2,54.5,2.0,0
28.569011,77.163894,52.8,10.9,57.0,0
28.725585,77.267381,48.4,86.1,82.0,0
28.502478,77.209373,32.2,73.8,99.0,0
28.672534,77.181141,77.4,49.1,14.0,0
28.650504,77.168294,55.4,21.4,13.0,0
28.650914,77.151283,19.4,19.9,109.0,0
28.615292,77.182582,30.3,280.6,25.0,1
28.677179,77.146672,41.3,268.3,65.0,1
28.588082,77.196769,43.6,221.1,10.0,0
28.630122,77.183109,22.1,58.1,97.0,0
28.61416,77.179539,20.0,355.7,194.0,1
28.598884,77.280411,24.0,28.2,214.0,0
28.616593,77.206299,77.1,44.5,44.0,0
28.563062,77.209396,28.8,15.3,16.0,0
28.577298,77.282599,29.9,49.9,9.0,0
28.689516,77.150563,57.6,16.4,17.0,0
28.75458,77.194148,13.0,5.5,58.0,0
28.636498,77.141038,51.5,0.8,34.0,0
28.652178,77.222014,53.3,38.0,39.0,0
28.623102,77.248857,5.2,182.3,39.0,0
28.633253,77.097255,15.2,46.0,95.0,0
28.63769,77.2615,37.3,83.0,107.0,0
28.662271,77.234052,66.8,136.3,1.0,0
28.687347,77.220324,58.6,64.4,150.0,0
28.566279,77.156408,69.9,66.3,30.0,0
28.75189,77.257097,68.1,59.4,17.0,0
28.617413,77.302645,40.9,10.7,332.0,0
28.61743,77.198126,49.8,80.8,8.0,0
28.589855,77.202627,73.7,102.7,23.0,0
28.590046,77.219637,59.3,0.0,143.0,0
28.641319,77.198527,28.6,7.0,39.0,0
28.642358,77.209592,28.0,62.4,156.0,0
28.638761,77.269925,29.3,146.1,17.0,0
28.587758,77.215184,39.6,60.9,31.0,0
28.475441,77.233002,29.0,45.6,3.0,0
28.520723,77.320159,15.0,220.9,36.0,0
28.611164,77.291715,47.6,6.3,0.0,0
28.627294,77.166166,69.5,11.9,23.0,0
28.589515,77.305716,39.4,92.4,75.0,0
28.575855,77.287345,17.5,9.2,77.0,0
28.625335,77.293219,65.0,11.6,33.0,0
28.605118,77.187225,60.5,164.4,1.0,0
28.586675,77.229078,56.0,18.9,8.0,0
28.529725,77.198919,54.0,77.9,17.0,0
28.568303,77.224552,62.6,40.4,1.0,0
28.65713,77.306089,66.4,11.8,15.0,0
28.562368,77.225503,71.9,39.0,44.0,0
28.643683,77.132504,48.8,43.1,8.0,0
28.67982,77.199845,31.5,79.2,121.0,0
28.570947,77.185773,7.2,13.3,4.0,0
28.588267,77.307991,57.8,3.0,90.0,0
28.659867,77.177844,11.3,74.5,35.0,0
28.672142,77.198141,69.5,5.4,57.0,0
28.57826,77.199871,32.5,13.4,40.0,0
28.529434,77.29848,70.1,319.1,34.0,1
28.673244,77.266519,41.5,1.8,68.0,0
28.639693,77.246899,36.3,82.2,15.0,0
28.630531,77.230145,29.1,12.0,40.0,0
28.65628,77.229254,4.9,137.7,99.0,0
28.551245,77.222307,0.9,69.7,10.0,0
28.63006,77.321265,40.7,51.2,6.0,0
28.596237,77.155147,72.1,49.4,56.0,0
28.640638,77.080228,46.9,88.9,199.0,0
28.650452,77.240651,69.0,146.0,34.0,0
28.659328,77.288636,80.0,0.6,101.0,0
28.640428,77.227778,14.3,1.6,38.0,0
28.623034,77.119496,52.8,25.4,16.0,0
28.624708,77.255791,33.4,107.2,40.0,0
28.628838,77.165256,16.7,17.2,35.0,0
28.579285,77.154319,19.3,41.8,17.0,0
28.591975,77.169611,19.6,56.7,26.0,0
28.630617,77.138067,58.4,37.3,30.0,0
28.643024,77.228667,28.4,50.0,118.0,0
28.57795,77.186108,20.5,128.3,22.0,0
28.556668,77.151975,70.9,20.8,156.0,0
28.526735,77.337494,2.7,31.7,1.0,0
28.547433,77.191931,58.8,59.8,8.0,0
28.583522,77.221086,76.8,160.3,2.0,0
28.588169,77.296201,50.1,18.4,88.0,0
28.596358,77.252375,43.9,59.5,8.0,0
28.550249,77.313923,4.9,166.9,51.0,0
28.519873,77.183694,40.2,9.5,90.0,0
28.616828,77.270871,28.9,102.2,40.0,0
28.616848,77.243027,62.2,20.3,6.0,0
28.641567,77.268252,64.9,15.3,109.0,0
28.651252,77.260719,13.4,21.6,14.0,0
28.630118,77.179902,41.8,55.9,6.0,0
28.616233,77.359671,68.8,74.0,88.0,0
28.6543,77.105467,50.0,17.3,2.0,0
28.681703,77.175288,38.5,9.5,58.0,0
28.576666,77.252557,71.8,48.2,33.0,0
28.649013,77.233032,77.3,4.7,34.0,0
28.579291,77.225196,18.8,61.9,98.0,0
28.621452,77.254278,14.6,91.9,3.0,0
28.663977,77.176361,69.2,233.2,81.0,0
28.596817,77.260496,19.4,12.3,73.0,0
28.562896,77.21204,67.8,45.4,132.0,0
28.587539,77.288548,24.1,23.7,52.0,0
28.562848,77.203269,1.5,19.7,10.0,0
28.556789,77.24189,33.8,58.6,3.0,0
28.670829,77.250373,3.2,12.4,35.0,0
28.637119,77.263759,16.6,1.2,76.0,0
28.574522,77.220369,38.3,14.2,3.0,0
28.56128,77.204174,3.1,32.7,17.0,0
28.56473,77.17975,2.7,0.9,88.0,0
28.574514,77.242808,12.4,155.7,16.0,0
28.668133,77.123634,37.0,70.1,29.0,0
28.604996,77.233946,77.9,2.2,82.0,0
28.717081,77.237665,7.5,20.8,34.0,0
28.608513,77.312201,49.8,87.3,89.0,0
28.581718,77.185467,39.8,2.4,19.0,0
28.656888,77.227886,4.8,37.9,190.0,0
28.526993,77.226453,2.7,8.1,6.0,0
28.619922,77.163197,17.7,39.8,84.0,0
28.549891,77.218225,54.8,275.4,5.0,1
28.501393,77.151422,77.0,48.6,112.0,0
28.604618,77.266648,44.5,76.1,9.0,0
28.652239,77.248037,3.7,42.0,53.0,0
28.621196,77.240078,20.6,30.3,24.0,0
28.615187,77.186652,75.4,75.5,56.0,0
28.480561,77.289438,1.0,77.6,3.0,0
28.602752,77.16426,48.2,76.4,128.0,0
28.603241,77.221001,14.3,2.2,75.0,0
28.641563,77.16004,5.3,95.4,25.0,0
28.557593,77.20934,20.4,90.1,38.0,0
28.651983,77.282053,75.0,5.8,59.0,0
28.585031,77.24212,60.9,16.9,58.0,0
28.595535,77.172449,13.7,58.8,61.0,0
28.636897,77.192396,5.3,35.8,10.0,0
28.551029,77.199526,39.5,68.6,95.0,0
28.65171,77.176785,4.2,114.3,37.0,0
28.542768,77.232129,32.3,63.5,97.0,0
28.643259,77.327691,64.0,49.1,158.0,0
28.598726,77.190529,40.1,24.5,7.0,0
28.602812,77.314991,71.7,76.5,26.0,0
28.457243,77.218319,63.3,140.5,45.0,0
28.580962,77.234608,44.4,24.3,9.0,0
28.599989,77.231543,63.2,124.1,18.0,0
28.687931,77.133682,7.6,43.2,3.0,0
28.608704,77.241235,16.1,9.5,69.0,0
28.577852,77.096898,56.0,193.2,41.0,0
28.652183,77.228961,0.5,91.6,2.0,0
28.585242,77.226639,0.4,147.1,22.0,0
28.662111,77.141754,30.4,85.1,31.0,0
28.623567,77.221739,69.4,10.5,25.0,0
28.565522,77.203856,78.5,62.4,1.0,0
28.657393,77.210816,52.0,80.3,20.0,0
28.640552,77.211321,76.0,24.2,5.0,0
28.655285,77.189047,67.8,79.7,0.0,0
28.601394,77.222285,16.1,66.9,26.0,0
28.640557,77.261783,32.3,1.7,29.0,0
28.706524,77.206552,49.9,171.3,148.0,0
28.61907,77.215987,12.1,61.1,8.0,0
28.590568,77.250958,25.0,70.2,72.0,0
28.687698,77.33198,60.5,13.1,18.0,0
28.643855,77.20886,27.6,130.4,41.0,0
28.587976,77.133386,74.1,60.7,34.0,0
28.697256,77.173666,32.5,7.4,40.0,0
28.550329,77.248622,17.6,96.6,86.0,0
28.636958,77.294131,16.8,53.7,1.0,0
28.667824,77.171215,55.0,32.6,24.0,0
28.664087,77.216329,29.5,203.7,25.0,0
28.565502,77.219464,19.0,137.8,6.0,0
28.548472,77.180059,55.5,3.5,1.0,0
28.621975,77.295262,33.7,96.0,76.0,0
28.645737,77.276704,67.7,15.1,129.0,0
28.556602,77.235708,43.9,1.3,22.0,0
28.625589,77.197505,77.8,19.7,64.0,0
28.537626,77.266311,30.0,3.9,320.0,0
28.663542,77.244197,22.6,81.3,11.0,0
28.581936,77.196648,51.6,113.3,19.0,0
28.602299,77.267073,56.7,15.7,102.0,0
28.653716,77.236962,1.4,18.8,0.0,0
28.64906,77.135465,53.6,11.5,54.0,0
28.634197,77.168889,14.5,66.1,39.0,0
28.661974,77.152031,76.7,53.8,77.0,0
28.630952,77.27006,46.1,0.5,45.0,0
28.682877,77.183393,10.1,36.9,44.0,0
28.524961,77.249859,4.2,7.4,74.0,0
28.607522,77.327094,70.4,69.2,48.0,0
28.605397,77.258207,68.0,51.4,257.0,0
28.599551,77.197552,34.7,49.1,72.0,0
28.635371,77.181316,7.0,106.3,99.0,0
28.6212,77.203183,31.2,49.2,33.0,0
28.651741,77.167112,60.8,53.3,190.0,0
28.551306,77.161276,52.9,80.1,36.0,0
28.725111,77.178252,69.2,28.7,25.0,0
28.590951,77.24511,60.1,221.7,168.0,0
28.624838,77.192457,26.4,26.4,28.0,0
28.600188,77.207236,27.3,196.1,27.0,0
28.614553,77.241959,51.8,134.4,49.0,0
28.583754,77.254862,24.8,189.4,114.0,0
28.62079,77.122034,69.4,16.2,24.0,0
28.639505,77.132333,26.2,21.0,106.0,0
28.490413,77.199198,39.1,150.6,11.0,0
28.594073,77.162759,3.5,252.0,11.0,1
28.592171,77.261227,9.4,111.9,36.0,0
28.726553,77.195308,10.6,81.3,18.0,0
28.653504,77.308381,27.5,132.6,40.0,0
28.685503,77.194104,9.3,3.4,1.0,0
28.638406,77.233931,36.6,154.1,19.0,0
28.614618,77.185147,21.5,26.4,177.0,0
28.628708,77.24288,21.8,4.7,127.0,0
28.666649,77.24398,35.6,91.6,2.0,0
28.698006,77.262888,68.3,111.8,98.0,0
28.625603,77.211786,60.9,78.9,35.0,0
28.579353,77.282017,70.7,34.5,102.0,0
28.656729,77.233482,79.2,10.0,20.0,0
28.567841,77.186342,0.9,117.2,48.0,0
28.63002,77.1867,55.4,3.9,257.0,0
28.644566,77.254941,9.6,114.1,24.0,0
28.605096,77.281713,74.9,252.6,130.0,1
28.565259,77.162397,18.1,459.9,126.0,1
28.587772,77.256049,28.0,40.4,10.0,0
28.594679,77.144182,78.3,9.2,17.0,0
28.55782,77.187626,69.4,7.9,8.0,0
28.591195,77.242987,3.8,54.1,20.0,0
28.537902,77.176124,3.7,125.5,45.0,0
28.640056,77.291788,65.5,3.9,158.0,0
28.627167,77.248929,5.6,14.7,30.0,0
28.623785,77.159424,68.1,71.1,265.0,0
28.591205,77.251273,74.0,7.1,31.0,0
28.597898,77.152482,1.9,168.6,53.0,0
28.569053,77.218685,17.6,55.9,201.0,0
28.635759,77.262366,1.9,39.1,55.0,0
28.542608,77.253965,5.8,1.1,29.0,0
28.614688,77.214182,42.7,9.6,45.0,0
28.578815,77.201286,58.4,140.6,47.0,0
28.698366,77.16061,38.4,96.0,7.0,0
28.636839,77.22763,30.9,1.6,31.0,0
28.610478,77.258724,16.5,291.9,45.0,1
28.555199,77.321736,18.9,34.9,91.0,0
28.542324,77.195693,46.6,74.6,0.0,0
28.63529,77.260833,68.5,102.6,101.0,0
28.70044,77.256724,32.4,250.8,19.0,1
28.630948,77.194675,75.2,176.9,75.0,0
28.619265,77.254548,4.2,72.8,89.0,0
28.619987,77.177682,66.3,12.0,118.0,0
28.615651,77.231351,27.1,149.2,182.0,0
28.620667,77.207935,69.5,135.8,138.0,0
28.576242,77.240677,73.6,81.5,60.0,0
28.561822,77.244658,56.0,362.5,78.0,1
28.615962,77.192064,28.4,60.1,73.0,0
28.685171,77.218016,36.6,19.2,44.0,0
28.649352,77.212068,44.1,23.4,88.0,0
28.548829,77.164027,37.0,41.8,36.0,0
28.597741,77.200011,63.3,44.0,103.0,0
28.64695,77.189548,61.7,142.3,82.0,0
28.686343,77.162145,1.0,174.4,40.0,0
28.700064,77.178309,12.1,38.6,43.0,0
28.599964,77.205587,29.1,232.5,61.0,0
28.651712,77.221251,53.8,210.6,24.0,0
28.622964,77.156316,18.4,42.3,49.0,0
28.604514,77.278515,25.8,162.0,138.0,0
28.613617,77.249167,37.0,9.6,22.0,0
28.614231,77.21424,47.2,57.3,70.0,0
28.669258,77.157554,72.1,99.8,2.0,0
28.540277,77.207873,64.4,33.9,8.0,0
28.633907,77.204837,28.7,1.9,130.0,0
28.687471,77.164476,61.4,4.6,140.0,0
28.682089,77.160412,66.6,180.0,50.0,0
28.638949,77.256823,41.8,58.5,55.0,0
28.572647,77.2023,23.7,13.2,32.0,0
28.649339,77.262778,75.4,185.9,54.0,0
28.676747,77.217842,77.0,228.0,125.0,0
28.584743,77.256084,18.0,31.6,10.0,0
28.628381,77.254416,62.8,70.5,42.0,0
28.600237,77.241833,3.3,31.5,125.0,0
28.579801,77.277631,0.2,103.4,4.0,0
28.594742,77.223516,28.1,236.4,13.0,0
28.616927,77.143763,37.0,2.3,43.0,0
28.564588,77.151739,43.7,50.9,58.0,0
28.556394,77.18586,30.3,128.4,74.0,0
28.56602,77.255597,10.3,93.5,12.0,0
28.626895,77.198497,27.6,16.1,55.0,0
28.537209,77.228765,65.7,39.8,25.0,0
28.499651,77.245284,26.9,50.5,23.0,0
28.679125,77.22672,47.4,109.3,4.0,0
28.559839,77.103944,54.5,49.2,8.0,0
28.6008,77.159154,58.6,30.1,96.0,0
28.656614,77.306796,39.0,42.9,37.0,0
28.538587,77.234803,10.1,272.6,83.0,1
28.538528,77.083517,72.0,3.8,102.0,0
28.578871,77.221986,20.8,32.5,95.0,0
28.658565,77.308632,27.1,17.6,238.0,0
28.609418,77.23219,61.9,40.9,18.0,0
28.610096,77.22072,61.1,70.5,5.0,0
28.595729,77.127082,71.7,17.3,44.0,0
28.638607,77.204956,2.7,44.5,198.0,0
28.682092,77.136339,70.0,140.8,14.0,0
28.759701,77.157377,63.4,82.2,47.0,0
28.603096,77.145941,42.0,91.0,32.0,0
28.686797,77.305472,12.8,225.6,59.0,0
28.660463,77.254902,43.6,42.1,34.0,0
28.62385,77.288549,15.5,497.6,268.0,1
28.5,77.152327,77.2,38.5,91.0,0
28.591606,77.228038,56.7,16.1,89.0,0
28.593587,77.168095,47.7,131.8,27.0,0
28.62844,77.173444,65.1,57.1,87.0,0
28.600627,77.241972,42.6,33.8,44.0,0
28.58234,77.22744,4.8,22.6,117.0,0
28.712,77.232812,20.7,137.8,91.0,0
28.675909,77.155694,78.5,66.4,67.0,0
28.509359,77.22488,68.1,78.3,17.0,0
28.596446,77.235885,74.2,49.6,51.0,0
28.642046,77.18474,7.8,19.3,134.0,0
28.677045,77.204903,19.8,32.9,59.0,0
28.589501,77.136235,5.1,11.0,107.0,0
28.599731,77.110714,65.8,33.4,46.0,0
28.615239,77.318916,13.9,195.1,111.0,0
28.643592,77.228742,32.8,68.4,53.0,0
28.533723,77.200554,21.6,3.8,114.0,0
28.509731,77.258412,74.4,115.6,38.0,0
28.673228,77.174994,48.7,116.8,66.0,0
28.560996,77.224008,64.0,114.0,4.0,0
28.716633,77.273813,48.2,76.7,35.0,0
28.567321,77.163397,49.0,2.6,9.0,0
28.601252,77.1939,30.6,38.6,16.0,0
28.62893,77.149462,19.1,31.5,47.0,0
28.503902,77.260261,27.9,1.7,47.0,0
28.75372,77.228769,23.6,7.2,96.0,0
28.59075,77.277084,55.3,43.6,39.0,0
28.568574,77.260641,33.8,170.1,173.0,0
28.552182,77.205429,44.0,261.1,24.0,1
28.628588,77.239039,61.7,108.8,37.0,0
28.625043,77.239573,21.3,20.5,88.0,0
28.553869,77.255173,33.9,203.8,64.0,0
28.541903,77.291821,41.6,305.3,11.0,1
28.663263,77.163976,4.3,45.0,44.0,0
28.577715,77.124684,12.2,59.0,5.0,0
28.524449,77.165939,5.1,34.0,10.0,0
28.603104,77.242139,60.2,152.9,7.0,0
28.590414,77.239188,24.0,28.3,6.0,0
28.708001,77.190059,33.8,9.2,9.0,0
28.584391,77.204911,53.8,48.7,133.0,0
28.595089,77.176785,77.3,14.9,70.0,0
28.621473,77.213145,64.9,45.1,68.0,0
28.581957,77.183814,4.6,70.4,136.0,0
28.632548,77.30034,24.5,129.8,72.0,0
28.559656,77.284642,3.9,94.2,56.0,0
28.598534,77.254689,4.9,107.3,82.0,0
28.630841,77.220062,10.2,71.4,72.0,0
28.667382,77.27546,25.7,6.8,55.0,0
28.581191,77.223437,18.5,169.6,7.0,0
28.580594,77.226559,28.2,95.8,4.0,0
28.687562,77.132101,65.8,124.8,11.0,0
28.582909,77.231534,63.8,226.3,58.0,0
28.607663,77.153941,28.1,275.7,44.0,1
28.696138,77.198359,52.8,264.8,47.0,1
28.613873,77.226948,29.8,25.1,29.0,0
28.598112,77.173565,30.9,152.6,104.0,0
28.601842,77.242436,54.1,254.9,81.0,1
28.573477,77.271087,30.7,98.0,3.0,0
28.633039,77.174309,43.9,100.7,13.0,0
28.564299,77.22437,9.2,172.5,47.0,0
28.649425,77.156177,43.1,27.1,13.0,0
28.611261,77.160154,59.4,17.0,9.0,0
28.622274,77.234002,71.1,46.0,1.0,0
28.696985,77.254172,11.8,239.5,244.0,0
28.538046,77.143038,32.9,5.0,16.0,0
28.611721,77.320933,38.9,46.7,33.0,0
28.642404,77.193656,72.4,93.9,59.0,0
28.579688,77.22887,20.6,84.3,17.0,0
28.658056,77.191794,13.3,132.8,101.0,0
28.583266,77.20428,11.3,25.1,54.0,0
28.625081,77.294417,12.4,21.3,69.0,0
28.604325,77.293774,69.6,140.6,10.0,0
28.618589,77.135978,49.6,139.8,77.0,0
28.614197,77.190317,33.7,22.9,3.0,0
28.608902,77.366032,69.3,46.4,23.0,0
28.586827,77.196849,23.8,48.1,34.0,0
28.577265,77.239634,74.2,57.6,6.0,0
28.626299,77.275319,60.7,144.8,49.0,0
28.613135,77.261163,1.6,74.0,25.0,0
28.575895,77.077622,37.0,58.4,9.0,0
28.627669,77.235198,67.4,27.3,20.0,0
28.587372,77.305965,31.7,3.3,52.0,0
28.688272,77.21997,79.0,200.2,15.0,0
28.734959,77.166441,67.7,100.8,38.0,0
28.679952,77.167394,60.2,6.2,70.0,0
28.677166,77.208547,10.8,28.3,57.0,0
28.651208,77.252261,8.6,83.3,87.0,0
28.600008,77.362982,51.3,18.8,71.0,0
28.515547,77.204011,52.9,8.9,40.0,0
28.55925,77.246598,11.8,63.9,44.0,0
28.576663,77.141271,68.3,31.9,18.0,0
28.670887,77.134252,69.9,140.7,161.0,0
28.623307,77.193654,33.3,240.8,139.0,0
28.577524,77.240772,48.6,70.9,102.0,0
28.518241,77.214184,40.9,99.8,10.0,0
28.726407,77.221163,2.9,328.0,89.0,1
28.637166,77.204775,7.2,20.5,157.0,0
28.655925,77.217113,62.4,188.2,144.0,0
28.583717,77.203808,39.1,65.6,141.0,0
28.603569,77.151018,48.9,16.6,67.0,0
28.593307,77.143925,49.0,27.3,17.0,0
28.613717,77.28647,30.4,93.2,53.0,0
28.702789,77.177339,2.4,204.1,20.0,0
28.550286,77.206473,63.0,10.1,97.0,0
28.608437,77.277997,37.5,81.6,11.0,0
28.628544,77.205019,11.1,37.8,15.0,0
28.604659,77.262374,1.7,31.1,18.0,0
28.660266,77.174098,1.4,15.9,54.0,0
28.523718,77.296269,2.7,175.3,53.0,0
28.704688,77.229851,12.4,36.2,48.0,0
28.541974,77.217158,18.5,46.9,9.0,0
28.553995,77.210259,19.8,18.6,37.0,0
28.588027,77.256752,50.6,74.9,158.0,0
28.578121,77.230311,19.3,46.4,167.0,0
28.631725,77.058632,53.9,17.2,39.0,0
28.625935,77.196098,65.9,29.7,18.0,0
28.616178,77.234599,30.8,39.7,295.0,0
28.539606,77.17009,57.5,6.4,15.0,0
28.603527,77.193308,8.3,4.3,110.0,0
28.611487,77.1991,26.2,391.3,21.0,1
28.672114,77.298249,54.6,210.2,144.0,0
28.620472,77.248391,74.5,71.9,8.0,0
28.629633,77.234952,49.2,22.5,23.0,0
28.708625,77.160211,29.1,21.2,62.0,0
28.552495,77.184265,25.1,46.5,6.0,0
28.591095,77.261013,31.3,39.0,30.0,0
28.553708,77.251505,52.2,105.6,30.0,0
28.690826,77.147474,26.2,41.8,43.0,0
28.694242,77.28847,37.6,248.8,0.0,0
28.686926,77.175468,60.7,23.3,63.0,0
28.63787,77.236415,19.0,2.2,32.0,0
28.629525,77.355175,57.3,74.0,17.0,0
28.587598,77.197581,60.9,353.4,14.0,1
28.648972,77.226877,69.1,152.5,90.0,0
28.546432,77.19056,1.9,0.4,20.0,0
28.546261,77.227263,9.1,68.5,68.0,0
28.589506,77.289756,76.4,48.4,1.0,0
28.70485,77.208773,10.1,117.0,211.0,0
28.584827,77.203785,39.0,23.3,5.0,0
28.591581,77.273678,13.4,22.4,31.0,0
28.624889,77.155338,65.0,30.5,66.0,0
28.655431,77.222656,7.7,22.6,59.0,0
28.673101,77.182115,6.8,1.8,134.0,0
28.554481,77.206601,40.4,79.1,210.0,0
28.605666,77.174133,19.1,75.9,76.0,0
28.621726,77.147059,52.9,152.7,61.0,0
28.626738,77.108075,54.8,95.7,6.0,0
28.65379,77.195864,46.9,81.9,35.0,0
28.651504,77.229897,66.8,21.1,12.0,0
28.611775,77.259162,55.8,107.8,29.0,0
28.668119,77.151727,15.0,154.7,9.0,0
28.658939,77.226115,6.3,46.9,92.0,0
28.654919,77.246463,59.8,62.2,43.0,0
28.58406,77.23651,59.2,122.7,7.0,0
28.646145,77.231388,68.0,50.1,44.0,0
28.670678,77.110384,16.2,87.9,24.0,0
28.584808,77.21252,17.9,19.3,42.0,0
28.617078,77.214386,46.1,70.2,18.0,0
28.688737,77.245769,12.4,3.0,85.0,0
28.630325,77.287875,23.7,18.8,0.0,0
28.606107,77.205543,65.0,202.9,9.0,0
28.68358,77.201252,26.7,72.4,51.0,0
28.586975,77.225027,0.9,48.6,63.0,0
28.525694,77.219589,52.1,59.0,3.0,0
28.571542,77.240123,14.4,0.0,66.0,0
28.6673,77.244954,15.7,49.2,14.0,0
28.636535,77.209694,1.3,12.4,10.0,0
28.613906,77.243462,46.2,156.2,1.0,0
28.663556,77.207561,45.0,42.7,41.0,0
28.618843,77.145978,7.7,21.1,84.0,0
28.599383,77.160689,4.0,57.4,54.0,0
28.652256,77.101751,39.3,36.4,120.0,0
28.591399,77.301635,62.5,49.3,46.0,0
28.635012,77.282763,76.3,103.5,1.0,0
28.570763,77.270235,6.0,56.9,116.0,0
28.557773,77.207681,56.7,197.2,151.0,0
28.567214,77.267334,15.3,23.7,124.0,0
28.609197,77.263389,2.7,31.6,13.0,0
28.578102,77.145791,26.8,120.2,280.0,0
28.579506,77.179188,45.9,122.4,195.0,0
28.602828,77.245374,48.1,300.4,116.0,1
28.606889,77.194045,3.9,79.2,52.0,0
28.532947,77.183138,74.2,68.2,13.0,0
28.484379,77.259681,4.4,71.1,13.0,0
28.630498,77.177084,17.4,35.9,44.0,0
28.617461,77.34258,34.6,38.9,134.0,0
28.541988,77.298214,75.7,26.3,29.0,0
28.632314,77.207827,79.3,72.7,41.0,0
28.632223,77.28098,0.0,146.7,33.0,0
28.595389,77.227827,18.0,80.3,80.0,0
28.708468,77.197708,40.1,51.2,6.0,0
28.673961,77.317403,55.6,5.3,76.0,0
28.590546,77.238024,52.5,22.8,92.0,0
28.591479,77.173775,20.1,149.2,75.0,0
28.537606,77.241503,15.8,40.4,68.0,0
28.671736,77.302373,1.1,173.4,30.0,0
28.622841,77.218618,67.4,22.2,40.0,0
28.651653,77.228978,30.3,68.6,14.0,0
28.503802,77.203513,69.1,265.4,71.0,1
28.649376,77.236099,25.9,65.1,14.0,0
28.585018,77.16961,60.5,18.7,49.0,0
