lighting_percent,crowd_level,police_proximity_m,open_stores_count,historical_crime_rate,safety_score
22.34,15.29,1377.1,13,3.87,33.6
58.18,53.0,336.8,17,7.82,38.4
29.37,82.22,2841.6,3,0.19,50.4
11.09,71.31,3780.2,14,8.41,22.9
31.71,24.4,1059.0,4,4.13,31.3
97.83,40.94,1902.8,20,5.35,59.4
82.14,50.71,181.4,13,3.12,69.1
96.36,77.92,4213.7,15,7.26,47.7
53.91,80.52,3921.8,14,4.82,50.0
19.88,86.87,409.9,10,5.67,49.9
59.32,50.83,1887.9,1,5.55,30.3
50.89,67.48,4780.9,22,3.16,45.5
85.99,15.06,2020.9,23,0.74,64.1
18.83,55.88,2678.4,17,6.88,24.2
53.94,27.38,1840.7,3,2.53,44.5
23.5,43.85,3021.0,14,7.23,20.9
39.22,62.06,4893.0,11,5.21,30.1
76.36,28.13,4987.8,2,3.07,31.4
52.84,9.7,3896.1,3,5.09,14.9
43.83,5.92,2081.1,20,5.52,29.1
45.5,6.99,2522.7,15,6.04,30.7
51.35,5.75,1848.0,5,7.01,22.0
80.65,14.93,4929.3,1,1.44,31.9
90.29,26.55,3568.0,21,8.03,31.6
95.98,24.91,2299.8,8,3.55,59.4
80.82,93.81,159.4,11,7.33,62.4
38.39,32.54,2650.4,11,1.95,42.8
71.93,16.47,4921.2,23,0.34,48.9
49.38,54.1,2663.0,13,4.92,42.8
32.92,82.22,993.9,16,2.83,60.2
85.68,66.03,208.3,8,8.37,58.7
13.46,31.65,1838.0,11,0.98,44.4
91.16,55.55,4599.3,9,0.5,61.6
51.53,69.34,4983.1,10,0.48,60.9
67.35,70.53,4732.3,1,1.92,38.0
69.34,64.99,3674.2,15,4.97,52.1
90.56,83.37,2834.9,0,4.35,38.4
67.3,83.31,2994.4,21,3.04,61.0
65.25,57.1,2741.1,0,0.85,38.8
16.0,43.69,3564.5,21,2.06,32.5
56.66,62.74,2152.5,1,1.65,43.8
23.52,78.64,3379.1,11,6.36,31.1
76.37,5.51,695.9,22,6.65,46.0
56.1,94.28,1401.9,22,6.63,59.7
71.22,21.46,4196.4,19,8.24,21.8
13.75,47.32,4528.4,17,7.53,10.7
17.63,83.48,2741.1,11,4.28,38.0
74.47,25.25,255.0,22,3.59,62.3
16.49,47.91,4642.2,0,7.79,5.0
16.41,16.93,3540.1,10,5.23,17.6
11.09,40.56,2128.7,1,2.57,19.9
96.09,20.94,3032.1,11,4.84,48.9
76.38,37.73,2205.9,1,8.43,17.8
41.79,38.61,2380.2,16,7.24,29.6
36.69,94.39,4445.4,24,2.46,49.2
41.47,94.53,889.3,5,8.1,39.8
79.72,15.33,608.0,15,8.34,35.2
69.52,70.34,113.4,18,2.04,74.9
26.67,9.66,1638.6,5,7.62,8.9
25.67,7.72,822.3,6,7.52,16.8
18.86,14.48,1177.9,18,0.43,46.7
69.43,91.89,155.1,19,5.73,64.9
78.79,89.68,1213.3,16,2.66,79.4
33.85,22.45,1730.3,5,5.77,17.6
11.89,19.55,254.7,14,7.77,25.5
17.4,26.65,3078.7,21,4.29,29.1
97.11,51.4,2887.1,8,3.58,60.1
36.59,56.27,575.5,1,7.84,17.0
79.23,24.94,3015.5,4,8.28,18.4
66.22,73.1,4993.4,20,0.62,62.1
44.37,32.86,4727.9,22,7.85,16.4
28.51,87.99,113.1,4,0.8,57.5
20.92,64.11,3997.4,11,2.93,33.7
65.35,44.27,1832.7,9,6.51,49.3
79.72,76.09,411.9,3,6.63,46.7
67.95,78.61,1550.3,11,6.2,55.6
57.73,31.14,1676.5,14,0.43,60.4
13.78,35.57,2663.9,9,1.22,37.6
97.16,89.24,3339.3,17,7.96,53.3
81.88,19.83,3770.4,23,0.78,54.7
36.35,8.79,1304.9,4,0.76,38.7
98.2,45.86,1676.7,12,7.12,53.2
64.17,77.11,1611.1,3,5.49,48.5
62.42,74.45,1877.4,8,3.05,59.9
77.33,87.76,4998.3,17,1.49,66.1
83.06,52.99,3911.9,2,7.53,20.1
69.08,14.01,4877.5,23,8.4,16.4
21.53,57.98,3496.2,10,0.52,43.8
40.44,75.06,2090.7,3,4.75,32.1
93.53,13.4,2009.7,8,2.29,60.9
30.22,20.54,2494.0,11,7.09,20.6
43.5,6.11,2142.7,9,3.01,30.8
48.89,58.43,4158.8,9,6.1,39.7
49.55,84.81,2378.5,8,4.63,53.3
65.16,65.36,1548.5,9,4.65,56.7
94.88,93.38,3896.8,8,7.31,59.3
31.66,10.67,4286.7,0,4.05,5.4
20.94,86.27,2160.1,21,7.2,34.1
27.77,78.27,3372.3,15,3.15,38.9
89.82,33.28,388.1,13,1.57,74.4
68.12,92.62,2694.4,12,3.93,59.6
35.73,30.91,320.4,5,4.29,40.2
83.44,85.04,243.0,13,4.12,72.7
87.52,84.27,3103.3,7,6.89,51.3
86.19,73.19,1586.3,22,4.84,61.1
92.7,55.71,3738.4,22,7.56,41.2
32.7,15.8,4490.8,17,4.42,21.6
77.95,52.88,783.0,19,1.99,69.8
51.45,37.11,3650.2,0,1.19,27.1
85.78,76.3,2621.1,11,7.39,58.9
75.56,73.23,649.4,10,0.57,82.0
79.88,86.96,3292.8,12,1.09,72.7
69.05,6.33,3086.4,22,0.63,42.9
25.97,77.82,2626.6,3,3.66,35.2
59.05,89.46,4639.7,24,4.57,57.4
98.62,76.04,2653.3,5,0.27,73.9
94.36,16.72,4953.5,21,4.43,39.5
13.89,12.32,2595.2,24,3.41,26.1
24.83,6.88,667.7,12,6.6,20.4
21.86,61.59,2405.3,23,7.07,30.1
75.34,61.67,993.4,21,5.85,61.8
83.6,93.82,3026.0,12,4.08,64.3
29.22,40.82,3496.3,5,1.92,30.3
55.53,34.87,2395.3,21,7.22,33.1
85.66,61.2,578.7,3,2.97,58.6
75.95,79.3,2396.3,20,3.09,61.5
58.8,89.31,499.1,2,7.79,37.5
63.13,77.28,3442.4,24,8.3,36.9
55.75,43.4,3972.8,14,7.64,31.8
36.78,62.14,4815.7,10,8.49,22.9
60.85,82.07,829.1,1,7.4,39.3
72.0,49.15,2708.9,22,6.02,48.0
88.6,24.5,2880.9,16,2.57,57.2
67.27,20.28,4620.1,22,8.1,19.1
78.5,5.01,3173.7,1,7.46,16.4
24.41,69.64,813.0,20,2.12,56.3
51.54,15.0,2238.1,0,4.21,14.4
10.84,26.95,3308.3,4,0.69,22.1
32.2,31.81,3531.4,19,8.11,12.9
75.38,55.43,4329.1,16,4.91,39.6
99.26,40.82,984.5,0,2.16,54.6
18.93,65.72,4762.6,6,2.56,26.3
46.13,10.01,389.8,2,8.34,10.6
82.01,16.15,4920.4,15,5.27,34.7
28.36,49.93,4303.1,15,3.63,31.9
59.96,35.33,3335.3,11,4.3,39.3
75.98,31.62,3701.5,8,0.93,61.0
65.44,11.03,456.2,24,0.73,56.7
26.92,85.61,303.3,13,5.08,47.4
41.98,67.26,598.7,11,4.4,55.1
80.54,15.95,528.1,24,3.12,57.3
59.88,10.85,2782.2,15,4.86,33.6
10.47,92.74,1155.7,16,0.71,56.5
78.49,66.31,4315.0,11,8.03,39.7
13.18,42.57,2284.2,3,2.57,25.3
77.12,68.16,3508.0,16,0.7,67.9
28.22,73.07,3299.1,0,1.52,27.9
96.23,75.2,1667.3,24,0.9,80.4
43.11,48.01,1291.5,20,1.6,55.8
39.42,43.69,1778.0,16,3.6,47.9
23.4,5.99,4003.6,10,6.3,16.3
37.5,88.39,2972.8,18,2.39,58.3
88.9,59.3,1342.3,22,3.76,68.9
99.67,23.28,4107.4,17,7.9,39.6
43.15,87.76,368.3,19,2.58,63.0
50.37,87.34,3526.0,1,6.78,22.0
74.99,94.03,2251.6,8,1.43,77.3
89.76,83.67,3683.3,8,1.6,71.7
63.37,94.8,4644.6,11,3.93,54.6
45.24,27.02,3775.2,12,2.07,43.2
47.14,80.8,2265.6,15,7.69,43.2
72.61,79.07,839.8,12,0.53,76.7
10.29,25.78,4051.1,22,5.12,16.0
65.76,13.86,2357.5,13,5.18,36.2
41.99,93.15,469.0,6,0.65,66.5
81.48,31.64,3623.4,1,6.25,17.4
18.37,83.38,1530.1,11,4.04,47.4
62.94,5.37,339.6,23,6.17,35.1
53.29,6.89,4523.5,16,7.05,18.8
67.81,46.93,2467.2,23,2.81,59.8
15.84,26.48,1476.7,4,4.17,23.3
62.2,67.09,3610.3,19,2.29,56.2
60.53,55.9,4440.9,9,1.79,55.7
60.46,11.97,101.5,17,0.1,64.4
64.31,19.64,3470.5,2,8.19,7.3
70.88,39.92,3858.4,12,3.8,46.4
82.45,21.7,1128.6,12,0.21,74.9
34.28,76.3,2499.2,9,0.18,57.2
84.25,42.45,537.5,1,2.52,47.5
54.84,13.41,3759.1,15,0.22,48.6
16.94,48.59,4252.5,3,3.25,16.5
15.27,13.18,630.1,18,0.63,42.3
40.08,16.6,4100.7,4,0.43,26.5
80.64,26.56,3880.7,6,5.72,28.5
73.69,82.36,1799.9,8,7.72,47.8
80.98,88.22,3482.4,4,3.54,58.9
56.55,79.36,100.2,7,7.13,51.8
49.62,35.07,4665.8,1,0.35,22.9
23.27,29.52,2796.9,21,6.63,24.7
39.54,54.42,3139.7,23,0.63,56.4
49.06,69.97,3356.8,24,7.14,39.9
17.97,94.4,2850.7,19,7.51,30.9
29.86,16.84,4298.1,19,6.7,13.2
63.84,9.44,3087.5,6,6.99,23.3
76.21,67.49,4548.0,3,4.82,40.2
99.85,79.9,2953.4,20,2.33,73.3
93.98,81.17,938.5,14,5.5,67.9
67.83,66.06,4576.5,17,3.79,50.8
47.91,90.86,3440.0,1,0.14,51.3
67.26,50.99,3526.3,13,4.11,47.7
80.71,87.24,4928.9,9,5.57,52.9
20.65,92.1,468.5,4,0.22,58.0
46.89,81.24,2200.1,11,5.32,48.6
85.58,32.88,1271.6,9,5.58,51.1
44.54,22.66,3189.1,17,1.43,40.0
61.47,54.33,4053.4,5,3.72,36.5
62.9,45.77,4834.9,21,8.2,22.5
26.6,84.0,2327.5,11,7.53,35.5
42.6,14.0,3952.5,23,3.55,33.8
40.11,28.2,4593.6,0,3.04,12.7
12.36,72.66,3448.3,6,1.14,36.9
12.18,13.55,1289.4,11,0.4,43.7
84.85,33.87,3078.5,6,2.6,52.6
34.58,39.84,4852.8,8,8.0,16.1
56.63,61.03,4939.0,19,8.15,25.2
36.89,19.23,3247.6,14,6.93,23.9
94.66,82.45,4446.2,22,3.05,68.7
33.34,45.28,1081.7,11,1.31,53.5
48.67,87.53,1305.8,12,5.1,58.0
88.55,47.11,4769.1,21,5.53,47.6
85.77,29.75,762.7,3,3.67,47.7
26.75,17.76,1036.4,9,5.91,28.7
82.24,5.34,2160.7,23,6.37,39.4
51.24,52.89,2989.0,2,6.68,17.5
53.47,14.64,3058.7,23,4.32,36.3
22.01,40.26,1530.7,4,6.75,21.1
17.25,58.03,4611.0,3,0.31,28.1
75.51,29.81,4584.0,18,5.82,36.2
54.68,20.77,2021.1,14,2.08,53.2
49.32,74.72,2228.0,22,2.37,57.5
75.66,90.21,3542.2,6,0.87,67.9
78.9,14.04,3348.7,21,1.72,50.0
24.3,19.0,1973.3,2,8.43,5.0
64.92,91.4,2129.8,24,3.59,65.5
22.18,8.4,1805.4,15,7.89,15.7
77.62,92.99,1253.4,14,1.47,81.9
69.13,5.42,2344.9,17,1.81,50.0
96.1,83.63,3463.5,2,4.79,50.3
16.21,32.66,3735.6,13,3.04,33.3
15.13,89.47,3916.5,0,5.51,15.9
35.4,33.53,1936.2,6,3.65,36.3
33.55,63.89,3846.7,1,6.92,12.1
32.23,12.2,131.9,9,3.73,39.9
91.56,26.81,2437.5,23,4.91,51.3
32.46,74.63,3990.1,24,2.8,45.7
34.48,52.58,3187.2,15,6.01,31.7
78.35,88.52,2422.9,11,5.6,62.6
50.48,43.59,3258.7,17,3.43,47.3
79.9,83.28,4544.0,5,2.42,54.3
15.88,45.41,2875.3,16,5.26,21.0
53.88,93.13,4019.0,7,8.02,41.6
13.03,91.39,4905.6,20,1.21,41.6
15.64,34.62,3557.3,8,6.81,16.6
91.58,84.73,2909.3,18,4.66,67.5
22.53,81.29,283.7,1,4.51,38.0
57.92,23.96,1934.9,6,8.18,30.3
47.0,61.19,2870.7,10,5.19,41.0
41.26,11.54,4006.3,22,7.08,20.1
90.99,80.3,2246.7,12,4.42,68.1
11.96,20.71,4804.3,9,2.2,30.7
69.74,11.37,1431.8,14,5.93,44.1
96.71,41.02,3748.4,20,7.85,41.1
60.42,56.92,2153.3,6,7.17,34.3
94.31,81.94,2481.3,5,1.77,62.0
14.7,92.68,4032.3,24,2.76,44.5
47.69,44.55,1551.5,11,4.44,49.1
33.41,10.44,574.4,2,4.9,22.1
75.77,72.42,2649.3,15,1.73,60.9
98.32,55.87,2691.1,19,2.03,66.7
33.09,45.31,4006.1,8,6.47,25.7
68.88,32.83,4844.8,9,6.23,36.5
27.83,50.22,371.0,12,7.15,35.6
60.88,35.48,2999.3,7,7.94,31.2
51.75,73.13,3438.3,5,2.69,42.6
97.48,53.95,4930.4,2,7.32,27.9
64.77,83.92,4718.7,11,5.69,44.0
41.46,53.92,3591.0,8,8.15,28.7
20.27,26.44,2656.8,8,2.39,33.1
23.61,81.6,891.5,10,2.37,61.9
30.28,55.15,1982.5,5,6.02,27.0
32.59,23.62,2967.1,1,7.9,5.0
86.56,61.12,3653.5,6,7.03,38.3
60.51,37.19,3213.5,8,6.21,34.0
57.11,81.0,3599.2,24,3.35,55.2
20.33,45.8,2202.8,18,6.13,26.5
87.41,70.38,3665.4,17,6.83,47.2
75.05,13.6,804.3,11,6.43,46.6
16.09,40.64,896.7,20,5.79,22.3
73.71,93.49,897.9,10,0.5,82.6
58.92,77.76,4465.2,9,5.64,38.5
17.36,19.39,472.6,22,4.12,32.0
51.25,30.0,4027.4,2,8.18,6.4
53.62,34.68,1244.5,11,5.2,43.6
24.92,63.53,2395.3,3,5.21,23.4
95.11,73.13,4588.2,9,8.45,47.2
86.5,72.46,2971.1,1,0.89,55.9
70.21,50.89,1129.6,11,2.42,69.7
51.61,77.97,1492.0,10,5.61,54.1
47.06,44.34,4610.2,13,2.75,36.6
68.59,16.15,2193.0,14,3.01,54.5
59.09,55.8,2976.2,13,7.6,37.0
15.6,90.71,2353.7,11,4.97,47.0
56.13,76.37,1954.3,1,0.96,49.2
82.58,57.08,1194.1,22,2.71,69.7
51.33,63.21,3462.3,1,0.74,41.1
14.68,88.75,3619.4,0,4.77,15.6
80.77,43.55,1446.9,19,1.56,71.7
28.12,34.83,3966.2,14,7.3,22.9
33.28,92.95,4287.2,21,4.95,33.5
24.82,82.71,4611.3,9,0.6,51.3
39.72,34.07,889.9,19,2.63,47.0
78.11,46.74,1589.2,0,5.28,26.4
56.74,42.36,4315.7,0,2.92,24.5
28.44,18.42,1072.8,24,4.41,36.4
89.0,91.2,117.0,0,7.74,48.4
89.16,41.39,4367.1,22,3.04,54.6
88.35,83.78,1699.6,10,2.92,77.5
31.49,22.04,2131.0,11,6.99,21.7
50.61,54.31,2287.0,14,2.78,53.2
98.65,7.16,4256.5,13,0.75,58.7
79.48,73.78,1755.7,22,1.62,77.6
12.45,57.28,4472.2,0,8.07,5.0
15.87,61.3,3123.0,0,7.94,5.0
51.75,9.65,2683.7,5,1.99,35.2
91.83,23.99,1695.5,23,4.75,51.2
58.48,11.69,1294.2,22,1.25,56.1
54.8,31.0,3157.9,21,5.77,29.7
19.49,61.47,2289.8,2,1.66,33.4
69.11,55.96,4561.5,13,0.52,58.4
83.99,60.09,2509.0,22,7.03,45.1
44.24,54.43,2607.8,5,2.83,36.8
79.81,29.57,2141.9,7,1.01,58.2
96.8,27.01,3967.4,19,7.1,38.9
28.34,17.34,2181.7,24,6.5,27.2
57.1,81.42,1419.8,14,5.84,53.9
35.84,60.48,4324.0,16,7.75,24.9
81.36,21.79,3024.5,22,4.21,50.9
61.98,20.95,2998.4,8,1.18,54.0
67.11,83.57,3093.0,15,0.62,69.8
81.81,71.85,3622.3,0,2.77,40.3
45.64,64.35,1634.0,15,0.83,64.1
92.36,41.62,265.8,18,4.6,63.5
57.97,28.58,4071.9,22,0.22,55.8
24.22,93.15,731.6,8,3.83,58.0
72.63,76.75,3636.9,16,1.6,65.1
81.39,32.16,503.3,5,3.19,57.4
38.51,81.28,1939.0,13,5.77,46.4
87.15,73.3,408.8,17,3.05,75.4
91.55,31.74,2658.8,20,2.97,60.5
34.92,43.39,3300.4,13,8.42,19.7
98.52,21.74,940.0,22,6.14,60.5
22.66,14.99,1921.0,6,4.42,21.5
28.18,70.05,4658.2,9,4.97,32.9
26.58,29.08,2267.7,15,5.31,26.6
90.46,78.81,4032.5,6,0.31,66.8
68.89,94.6,4643.2,19,0.77,61.1
23.69,11.9,4874.3,5,5.55,6.1
49.63,47.57,4501.8,5,3.16,31.1
65.38,77.19,1655.3,6,0.57,71.8
17.51,76.01,4816.6,24,2.6,38.0
89.42,73.4,4080.7,21,1.19,69.6
82.32,36.41,4202.2,16,7.8,29.6
55.47,45.85,174.3,7,1.8,63.1
97.04,58.55,4775.8,1,1.31,45.4
47.6,92.65,3912.6,18,5.36,41.1
98.57,34.48,3863.0,20,4.48,53.3
70.11,88.08,499.5,21,4.94,63.5
67.12,29.24,1239.6,6,3.76,41.4
24.94,94.02,4815.1,11,4.02,42.8
89.37,65.32,2553.3,19,6.64,52.5
48.47,46.72,2049.5,2,1.95,33.4
24.6,60.21,4215.7,24,3.43,31.9
11.13,29.53,528.0,3,8.15,6.0
60.38,29.68,2143.0,24,1.7,57.5
57.47,15.22,1940.9,24,2.57,42.2
74.74,15.26,1814.3,10,1.71,52.7
90.12,36.29,1607.7,11,0.27,76.2
17.15,73.66,1129.4,18,2.37,50.3
75.83,59.72,947.3,18,0.49,76.7
26.87,14.23,3238.0,10,1.4,33.6
87.24,81.7,4605.0,12,3.15,67.6
83.72,59.12,2593.4,23,0.27,68.9
58.67,91.48,1560.1,0,6.42,35.5
73.92,65.32,879.9,5,6.78,52.0
38.29,20.77,4167.7,21,3.56,28.4
52.41,47.64,4860.3,24,8.37,19.3
83.95,63.36,1810.9,15,5.8,60.0
51.33,7.54,1525.7,1,6.35,17.0
42.2,6.34,3047.3,13,1.72,35.8
54.48,16.65,3899.1,23,7.13,27.0
84.54,27.65,2331.5,22,8.04,39.2
40.17,43.66,3187.4,17,2.09,46.5
25.64,48.87,3611.1,16,5.87,30.7
74.08,17.42,4806.9,19,6.37,31.1
84.34,65.61,908.7,17,2.66,73.0
19.06,58.65,4987.2,18,4.09,25.1
31.59,31.5,2021.6,14,0.92,55.8
22.78,6.23,3643.7,1,1.55,9.6
41.31,11.99,2904.8,24,0.62,44.6
50.53,40.25,2484.7,3,4.81,30.0
77.39,18.86,3520.6,0,5.35,20.7
68.6,38.91,2039.2,7,7.8,42.2
65.88,61.54,717.9,19,4.65,59.4
41.71,54.25,2495.6,13,2.29,49.9
85.73,25.81,2657.4,10,0.6,68.4
52.42,35.94,1089.3,23,7.53,36.2
98.12,60.26,4684.5,23,4.12,58.9
67.07,82.48,1214.6,24,6.29,57.8
21.36,72.79,2105.2,13,0.22,59.2
70.86,54.81,859.2,15,4.2,62.5
39.26,37.61,2725.4,9,2.84,41.1
71.77,37.85,1607.4,6,0.35,56.4
16.27,84.15,2497.4,15,6.62,28.6
25.74,8.53,1200.6,3,4.41,12.9
87.02,93.92,363.5,11,2.9,82.1
30.45,64.79,3918.2,11,6.87,20.1
85.33,66.3,3241.3,1,3.85,42.0
35.13,8.42,1769.6,5,0.13,39.8
67.86,59.5,332.7,19,8.03,51.7
72.47,48.63,4341.3,14,2.25,53.8
56.14,14.52,932.0,14,7.08,37.5
37.48,30.01,4660.6,21,6.96,18.9
29.14,85.13,2445.1,15,1.46,55.6
12.99,54.5,1767.9,23,4.08,36.5
37.36,42.21,3734.6,2,0.44,29.6
68.78,11.54,4396.5,0,3.08,19.3
94.45,69.27,1916.5,20,6.24,56.1
88.41,68.26,2096.0,11,2.09,75.5
78.95,60.26,2222.5,14,1.08,67.1
80.96,50.92,4619.4,18,4.36,47.8
69.85,44.04,3493.6,5,4.61,38.8
33.43,58.39,1313.5,18,5.78,44.3
91.65,26.01,1006.5,16,6.48,46.8
70.37,89.71,1228.8,8,5.94,60.4
60.44,57.99,1391.5,20,7.2,46.5
19.99,33.01,1227.9,12,1.97,48.7
50.23,45.47,3326.7,14,4.89,38.4
51.43,77.51,668.1,15,3.12,62.0
87.81,19.55,1998.1,12,8.18,45.1
59.2,31.36,3162.8,1,3.8,27.5
44.24,66.16,1525.2,1,8.16,24.0
97.91,33.39,419.8,10,6.56,54.3
19.96,76.33,500.9,24,6.14,44.2
48.03,16.74,717.2,15,4.23,40.1
13.78,73.64,4195.6,16,3.82,29.2
76.59,11.15,3323.5,2,4.52,27.2
92.63,6.13,416.2,22,2.57,65.3
35.2,85.84,2016.2,0,7.7,17.3
87.25,57.32,1465.1,17,6.77,59.6
36.3,36.66,2932.4,13,6.83,25.1
91.97,25.93,2661.7,21,3.74,54.1
77.86,60.52,2457.5,8,0.7,70.0
82.44,50.81,1641.1,8,5.84,53.8
11.62,94.24,775.2,11,3.25,57.0
96.65,93.49,3737.6,23,7.41,53.2
75.4,62.15,4411.3,2,6.65,23.7
37.43,44.86,4726.3,1,1.32,19.7
84.65,49.2,387.2,0,5.15,48.0
35.34,66.42,3725.6,8,5.91,32.4
88.55,14.14,3659.9,12,4.87,40.5
20.13,34.55,4740.8,20,4.42,20.4
73.33,11.77,1339.3,15,2.01,58.8
58.66,11.6,3736.7,18,2.08,43.2
18.69,22.63,367.7,9,6.55,26.1
31.77,48.67,3193.1,4,0.26,38.4
11.12,75.63,1819.2,13,6.64,27.9
52.19,48.69,3867.7,14,4.53,39.5
37.11,35.19,4330.2,2,7.96,5.4
63.85,12.41,1887.6,8,8.48,26.5
36.75,54.53,2675.4,0,5.67,17.8
36.99,29.41,675.3,0,3.56,23.4
76.89,60.34,2142.8,18,4.09,55.8
14.33,92.95,1867.9,5,1.82,49.0
91.26,15.02,997.3,10,0.93,75.5
86.7,24.09,4482.9,17,4.96,42.7
70.1,47.58,825.6,13,6.87,47.9
63.39,92.18,3215.1,15,2.3,63.3
90.31,74.46,4461.7,0,3.63,45.4
26.68,85.84,4568.6,23,4.76,36.8
17.11,35.03,3986.9,9,7.73,9.5
31.56,94.28,963.1,24,1.26,66.2
81.51,14.25,4105.4,9,2.09,49.0
13.12,9.77,1455.2,12,7.82,15.3
62.45,82.0,4619.8,0,0.43,46.9
99.59,88.45,3574.5,2,5.61,51.9
87.01,13.15,3947.8,13,5.47,39.4
56.93,15.21,516.7,20,3.32,49.9
15.73,7.99,2955.5,15,4.03,22.8
84.82,14.41,4123.6,22,7.28,29.5
63.91,23.85,4321.8,19,1.49,48.8
20.34,92.31,240.3,5,2.05,54.0
18.45,65.11,4701.9,0,4.4,10.0
91.87,75.07,312.4,19,3.54,82.4
70.23,74.85,3111.1,23,4.92,55.3
84.64,53.16,3497.6,4,7.84,32.2
89.11,76.77,626.0,7,7.8,56.5
61.46,58.62,335.3,11,2.03,67.5
56.57,33.31,3946.1,0,2.64,19.7
48.74,55.5,1984.9,12,1.46,59.5
38.53,53.02,624.9,8,7.89,30.2
49.11,79.11,3837.1,19,3.44,52.5
79.65,93.36,4260.9,24,3.88,62.8
64.17,41.99,2978.2,23,6.84,37.4
90.33,73.71,890.1,7,4.41,67.0
49.9,13.98,174.6,12,1.11,56.3
64.64,74.91,3533.9,1,3.78,31.2
66.82,38.43,2795.7,14,5.4,45.4
63.25,8.55,3288.9,13,6.14,29.1
73.24,37.69,4084.6,18,5.52,43.9
31.37,59.96,2227.7,8,1.1,54.4
56.11,15.73,710.1,18,2.66,52.1
19.38,88.16,4705.9,13,6.26,29.3
44.61,11.99,2771.8,7,7.49,15.9
53.89,88.7,3114.9,4,0.5,55.5
68.7,68.64,4673.7,6,0.45,56.3
95.55,34.67,4664.8,3,5.5,30.8
64.06,40.17,2903.3,7,4.7,40.2
76.92,71.67,1558.3,3,1.4,60.3
55.56,59.13,4985.9,20,4.71,37.9
67.07,65.45,3436.0,0,8.29,24.0
16.38,40.02,2101.3,7,5.4,25.0
32.9,48.9,2843.2,6,3.87,31.8
42.57,94.09,2137.6,10,7.05,44.7
52.52,24.25,4452.7,20,1.89,44.5
14.11,42.61,2464.2,15,3.58,37.9
22.6,31.26,4135.3,21,4.53,29.2
34.91,73.86,4216.9,16,4.34,38.8
97.44,73.76,4139.2,23,7.84,50.5
39.82,31.32,3638.7,24,2.56,35.1
53.38,12.33,4288.9,4,0.57,31.5
27.65,6.03,1997.4,6,7.8,7.6
64.97,43.47,661.8,9,1.92,65.6
35.26,41.93,4228.0,12,3.28,34.5
28.63,93.96,2541.0,19,4.56,48.1
56.49,47.28,724.1,14,8.3,37.1
10.5,28.08,665.0,5,4.6,27.0
10.69,85.21,880.3,1,3.86,23.3
29.72,49.2,3779.8,3,5.0,16.8
13.3,58.93,3583.2,20,8.25,15.8
19.72,13.61,1098.7,13,6.97,15.4
40.5,39.46,4249.9,24,1.52,42.9
82.23,89.98,1478.3,24,6.85,60.9
61.48,58.06,3985.6,23,7.17,36.7
56.14,36.01,2495.1,14,5.9,44.0
36.41,61.31,3684.6,13,5.62,34.6
93.86,86.94,1968.8,3,3.8,63.8
45.73,29.66,1801.0,5,5.49,33.6
17.84,50.46,4222.7,6,6.3,16.4
65.54,91.28,273.0,12,1.13,78.1
20.25,20.52,4876.2,16,2.26,19.9
41.07,69.77,3276.1,16,1.73,53.8
55.67,60.3,2219.2,3,7.17,26.9
88.68,66.17,3177.5,18,5.81,58.4
54.42,36.61,701.4,19,3.89,50.4
73.2,33.25,2618.9,12,7.04,38.8
99.35,66.58,4927.0,8,6.12,46.8
21.83,24.4,1252.8,1,7.77,5.0
34.73,42.77,3639.2,19,0.75,42.9
45.51,21.94,2231.4,22,4.38,34.6
47.96,5.75,3297.0,17,6.04,23.7
46.99,92.31,1103.9,23,1.84,66.8
91.68,43.85,2405.3,19,2.85,71.4
74.26,92.24,4902.5,24,3.62,59.3
64.71,17.63,1056.9,16,6.77,42.4
37.84,57.86,3218.6,6,4.25,34.6
84.14,23.09,2920.4,16,4.24,49.0
95.96,76.11,2868.8,9,3.72,66.8
83.91,75.53,3114.1,24,2.02,76.6
10.14,15.13,2561.0,13,7.85,9.3
67.28,87.09,183.0,11,2.77,73.1
14.6,22.52,4510.5,11,4.87,13.4
33.18,60.17,4152.2,16,1.35,46.3
15.36,93.71,953.4,18,3.75,56.1
64.34,84.42,2125.0,22,7.69,51.5
71.79,91.09,3875.7,13,8.46,40.5
20.3,35.83,4902.3,16,3.14,23.1
44.55,14.5,4760.6,14,1.39,39.0
51.06,21.95,4506.9,20,2.74,42.0
43.21,50.04,876.0,5,2.85,46.2
20.89,76.39,4580.9,18,5.51,32.4
47.71,18.51,4404.4,21,4.27,24.4
77.61,64.38,1947.1,19,6.56,50.0
16.39,34.12,2033.2,5,5.99,14.6
17.22,35.71,2353.6,5,2.21,31.5
41.93,64.57,3315.3,3,6.69,21.1
94.76,47.03,1378.1,0,7.22,34.9
70.17,78.08,212.4,18,5.13,68.9
71.08,19.03,792.0,10,7.89,36.9
42.57,76.1,2256.6,6,6.68,36.8
63.43,10.78,1481.8,1,5.1,19.6
10.91,22.46,3846.1,3,7.71,5.0
67.25,64.05,622.8,5,5.14,54.8
92.2,81.94,4595.6,4,4.48,49.8
65.13,27.74,4487.1,21,3.09,41.3
88.63,34.45,4552.9,20,7.52,33.6
75.16,53.34,3724.1,8,1.13,56.6
20.85,24.04,624.3,10,4.08,37.5
91.22,78.0,2246.9,17,4.61,68.6
15.98,74.63,743.9,19,4.76,50.7
58.06,18.08,4939.7,16,5.58,24.4
22.79,46.74,1731.9,12,4.35,38.3
